n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID,ocid
1030,Z3D288A8DD,IT-CF-00355870221,Comune di Trento,2244.41,2244.41,COLLAUDO STATICO - LAVORI DI SISTEMAZIONE CAVALCAFERROVIA S BARTOLOMEO,23-AFFIDAMENTO DIRETTO,2019-06-19T09:30:00Z,2019-11-22T09:30:00Z,idm21008,ocds-xxxxxx-Z3D288A8DD
1031,ZB624F227B,IT-CF-00355870221,Comune di Trento,2245.0,0.0,Opera 5071 Torre Civica - prospetto nord restauro,23-AFFIDAMENTO DIRETTO,2018-09-19T09:30:00Z,,idm21028,ocds-xxxxxx-ZB624F227B
1032,Z40239E45F,IT-CF-00355870221,Comune di Trento,2250.0,1500.0,"Abbonamento al servizio internet ""Appalti1;Contratti + formulario appalti""",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-05-18T09:30:00Z,,idm21044,ocds-xxxxxx-Z40239E45F
1033,ZA1257B7EF,IT-CF-00355870221,Comune di Trento,2268.0,2268.0,Progetto Giocosport 2018/2019 - Disciplina sportiva: Scacchi,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-11-27T09:30:00Z,2019-10-14T09:30:00Z,idm21063,ocds-xxxxxx-ZA1257B7EF
1034,Z61287C25A,IT-CF-00355870221,Comune di Trento,2269.45,2269.45,"RIFACIMENTO COLLETTORE ACQUE BIANCHE POLIGONO DI CADINE - Rilevo, progetto nuova posizione tubazione e computo metrico.",23-AFFIDAMENTO DIRETTO,2019-05-20T09:30:00Z,2019-06-24T09:30:00Z,idm21083,ocds-xxxxxx-Z61287C25A
1035,Z681C6DEEE,IT-CF-00355870221,Comune di Trento,2270.96,2270.96,Opera bonomelli - sostituzione caldaia,23-AFFIDAMENTO DIRETTO,2016-12-10T09:30:00Z,2016-12-15T09:30:00Z,idm21103,ocds-xxxxxx-Z681C6DEEE
1036,IDM21123,IT-CF-00355870221,Comune di Trento,2272.0,2272.0,Stampa 1000 copie volume L'orso luoghi,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-28T09:30:00Z,,idm21123,ocds-xxxxxx-IDM21123
1037,ZDC28A193C,IT-CF-00355870221,Comune di Trento,2272.73,2272.73,"Circ. Oltrefersina - spesa per allestimento e messa in scena di tre spettacoli teatrali ""estate in Oltrefersina""",23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm21142,ocds-xxxxxx-ZDC28A193C
1038,IDM21162,IT-CF-00355870221,Comune di Trento,2280.0,2280.0,AFFIDAMENTO INCARICO DI REALIZZAZIONE PERCORSO FORMATIVO PER FACILITATORI,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-04-18T09:30:00Z,2019-05-28T09:30:00Z,idm21162,ocds-xxxxxx-IDM21162
1039,Z062B4F5D4,IT-CF-00355870221,Comune di Trento,2290.0,887.25,Scuola materna Roncafort - scavo per interramento nuova tubazione gas,23-AFFIDAMENTO DIRETTO,2019-12-23T09:30:00Z,2019-12-31T09:30:00Z,idm21182,ocds-xxxxxx-Z062B4F5D4
1040,Z052614B38,IT-CF-00355870221,Comune di Trento,2298.4,2298.4,Lavori di manutenzione straordinaria della centrale termica - Centro civico corso Buonarroti - redazione sicurezza in fase progettuale e coordinamento della sicureza in fase esecutiva,23-AFFIDAMENTO DIRETTO,2018-12-03T09:30:00Z,2019-10-23T09:30:00Z,idm21202,ocds-xxxxxx-Z052614B38
1041,Z061FBFE17,IT-CF-00355870221,Comune di Trento,2302.14,2302.14,Ristrutturazione Caserma Carabinieri di Candriai - coordinamento sicurezza fase progettuale,23-AFFIDAMENTO DIRETTO,2017-09-05T09:30:00Z,2017-09-07T09:30:00Z,idm21222,ocds-xxxxxx-Z061FBFE17
1042,ZCD2AD9041,IT-CF-00355870221,Comune di Trento,2304.0,2304.0,Licenze Microsoft Office 365 Business,23-AFFIDAMENTO DIRETTO,2019-11-27T09:30:00Z,,idm21242,ocds-xxxxxx-ZCD2AD9041
1043,ZEE284BE7D,IT-CF-00355870221,Comune di Trento,2315.4,2315.4,Nuovi uffici comunali - avviso appalto aggiudicato du GURI,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm21261,ocds-xxxxxx-ZEE284BE7D
1044,ZCC27C2BDC,IT-CF-00355870221,Comune di Trento,2330.4,2330.4,Servizio Cultura via delle Orfane - rifacimento portone e opere da falegname,23-AFFIDAMENTO DIRETTO,2019-07-01T09:30:00Z,2019-07-10T09:30:00Z,idm21281,ocds-xxxxxx-ZCC27C2BDC
1045,ZE52AA1C75,IT-CF-00355870221,Comune di Trento,2376.0,0.0,NOLEGGIO DI N. 02 BAGNI CHIMICI CAPOLINEA TRASPORTO PUBBLICO ? BIENNIO 2020-2021,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-01-01T09:30:00Z,2021-12-31T09:30:00Z,idm21301,ocds-xxxxxx-ZE52AA1C75
1046,Z9A260AD53,IT-CF-00355870221,Comune di Trento,2379.22,0.0,Opera 6098 - fornitura e posa di n. 3 lavelli sanitari,07-SISTEMA DINAMICO DI ACQUISIZIONE,2019-03-15T09:30:00Z,,idm21327,ocds-xxxxxx-Z9A260AD53
1047,Z2F2792427,IT-CF-00355870221,Comune di Trento,2389.5,2628.45,Opera 624017 - opere murarie giardino,23-AFFIDAMENTO DIRETTO,2019-03-14T09:30:00Z,2019-05-10T09:30:00Z,idm21340,ocds-xxxxxx-Z2F2792427
1048,Z3128123E9,IT-CF-00355870221,Comune di Trento,2392.0,1716.0,Realizzazione nuovo edificio su p.ed. 6545 in C.C. Trento - Verifica acustica,23-AFFIDAMENTO DIRETTO,2019-04-16T09:30:00Z,2019-05-21T09:30:00Z,idm21357,ocds-xxxxxx-Z3128123E9
1049,Z722AAA715,IT-CF-00355870221,Comune di Trento,2394.74,0.0,Opera 643519 Incarico di coordinatore per la sicurezza in fase di progettazione e in fase di esecuzione,23-AFFIDAMENTO DIRETTO,2019-12-02T09:30:00Z,,idm21377,ocds-xxxxxx-Z722AAA715
1050,Z4127BC6AA,IT-CF-00355870221,Comune di Trento,2400.0,2400.0,Servizio di realizzazione sito web per Trento Smart City Week 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-05-02T09:30:00Z,2019-09-15T09:30:00Z,idm21393,ocds-xxxxxx-Z4127BC6AA
1051,ZE426F8FC3,IT-CF-00355870221,Comune di Trento,2400.0,2400.0,Servizio Full Premium Pass,23-AFFIDAMENTO DIRETTO,2019-02-04T09:30:00Z,2020-02-03T09:30:00Z,idm21422,ocds-xxxxxx-ZE426F8FC3
1052,Z8425B6D0E,IT-CF-00355870221,Comune di Trento,2400.0,2400.0,Lettura targhe - contratto di assistenza software 1/11/18-31/10/19 - quota 2019,23-AFFIDAMENTO DIRETTO,2018-11-01T09:30:00Z,2019-10-31T09:30:00Z,idm21442,ocds-xxxxxx-Z8425B6D0E
1053,ZC6295CC85,IT-CF-00355870221,Comune di Trento,2400.0,2400.0,Realizzazione stampe personalizzate TSCW19,23-AFFIDAMENTO DIRETTO,2019-08-12T09:30:00Z,2019-09-23T09:30:00Z,idm21462,ocds-xxxxxx-ZC6295CC85
1054,ZA21F3A589,IT-CF-00355870221,Comune di Trento,2400.0,2400.0,"Abbonamento portale ""Tutto sicurezza e ambiente"" anni 2017/2018/2019",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-07-05T09:30:00Z,2019-08-27T09:30:00Z,idm21482,ocds-xxxxxx-ZA21F3A589
1055,ZA92969686,IT-CF-00355870221,Comune di Trento,2421.11,2421.11,Pubblicazione su GURI bando gestione e manutenzione sistemi di apertura automatici,23-AFFIDAMENTO DIRETTO,2019-08-16T09:30:00Z,2019-08-16T09:30:00Z,idm21502,ocds-xxxxxx-ZA92969686
1056,Z5327E2A6D,IT-CF-00355870221,Comune di Trento,2421.11,2421.11,Gestione antincendio e antintrusione - bando su GURI,23-AFFIDAMENTO DIRETTO,2019-04-08T09:30:00Z,2019-04-08T09:30:00Z,idm21522,ocds-xxxxxx-Z5327E2A6D
1057,Z7A2AF641E,IT-CF-00355870221,Comune di Trento,2424.3,0.0,Lavori da tappezziere - riparazione sedute e panche interne in vari edifici di proprieta del Comune di Trento,23-AFFIDAMENTO DIRETTO,2019-12-03T09:30:00Z,,idm21542,ocds-xxxxxx-Z7A2AF641E
1058,ZE82467869,IT-CF-00355870221,Comune di Trento,2424.6,2090.4,FORNITURA DI TONER RIGENERATI CONFORMI AI C.A.M. PER STAMPANTI MARCA LEXMARK,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-07-19T09:30:00Z,2020-01-16T09:30:00Z,idm21561,ocds-xxxxxx-ZE82467869
1059,ZDC2985C80,IT-CF-00355870221,Comune di Trento,2437.72,0.0,Affidamento incarico coordinatore sicurezza in fase progettuale ed esecutiva relativa ai lavori di completamento copertura biciclette parcheggio Zuffo,23-AFFIDAMENTO DIRETTO,2019-09-02T09:30:00Z,,idm21584,ocds-xxxxxx-ZDC2985C80
1060,Z032A7F54F,IT-CF-00355870221,Comune di Trento,2450.0,2450.0,Servizio di valutazione acustica di tree aree da adibire a pubblico spettacolo nel Comune di Trento,23-AFFIDAMENTO DIRETTO,2019-11-18T09:30:00Z,2019-12-18T09:30:00Z,idm21600,ocds-xxxxxx-Z032A7F54F
1061,Z932310472,IT-CF-00355870221,Comune di Trento,2450.0,1592.5,Servizio di redazione del primo e del secondo rapporto di monitoraggio del PAES con IME del Comune di Trento,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-05-31T09:30:00Z,2020-12-31T09:30:00Z,idm21626,ocds-xxxxxx-Z932310472
1062,ZE9294A7F8,IT-CF-00355870221,Comune di Trento,2459.02,2459.02,Incarico per servizio di implementazione Museum Pass 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-08-05T09:30:00Z,2019-12-31T09:30:00Z,idm21652,ocds-xxxxxx-ZE9294A7F8
1063,ZC32A9475B,IT-CF-00355870221,Comune di Trento,2468.0,2467.0,Cimitero di Trento - modifica impianto elettrico,23-AFFIDAMENTO DIRETTO,2019-11-18T09:30:00Z,2019-11-20T09:30:00Z,idm21672,ocds-xxxxxx-ZC32A9475B
1064,Z3127ACE37,IT-CF-00355870221,Comune di Trento,2484.54,2484.54,Pubblicazione su GURI bando gestione servizi bibliotecari di front office per Biblioteca Comunale Trento,23-AFFIDAMENTO DIRETTO,2019-03-29T09:30:00Z,2019-03-29T09:30:00Z,idm21692,ocds-xxxxxx-Z3127ACE37
1065,ZDF29CC5D4,IT-CF-00355870221,Comune di Trento,2489.79,2489.79,ASILO NIDO BOLGHERA - ADEGUAMENTO PREVENZIONE INCENDI - progettazione esecutiva impianti meccanici,23-AFFIDAMENTO DIRETTO,2019-10-22T09:30:00Z,2019-12-16T09:30:00Z,idm21712,ocds-xxxxxx-ZDF29CC5D4
1066,Z4A280FD8C,IT-CF-00355870221,Comune di Trento,2495.81,24953.81,Piazzetta Sant'Apollinare a Trento - concessione utenza energia elettrica,23-AFFIDAMENTO DIRETTO,2019-04-15T09:30:00Z,2019-04-16T09:30:00Z,idm21732,ocds-xxxxxx-Z4A280FD8C
1067,Z102B7C830,IT-CF-00355870221,Comune di Trento,2500.0,0.0,"Impaginazione e stampa di 4 numeri della rivista circoscrizionale ""TRENTO NOTIZIE"" prima uscita2020",23-AFFIDAMENTO DIRETTO,2020-01-21T09:30:00Z,2020-02-14T09:30:00Z,idm21752,ocds-xxxxxx-Z102B7C830
1068,ZB72A27BB6,IT-CF-00355870221,Comune di Trento,2500.0,2500.0,"Circoscrizione S. Giuseppe S. Chiara: Incarico organizzazione iniziativa ""Castagnata alla busa 2019""",23-AFFIDAMENTO DIRETTO,2019-10-26T09:30:00Z,2019-10-26T09:30:00Z,idm21781,ocds-xxxxxx-ZB72A27BB6
1069,ZAA26A0900,IT-CF-00355870221,Comune di Trento,2500.0,2500.0,QUOTA ISCRIZIONE CORSO IL RICORSO IN CASSAZIONE.,23-AFFIDAMENTO DIRETTO,2019-01-22T09:30:00Z,2019-01-23T09:30:00Z,idm21801,ocds-xxxxxx-ZAA26A0900
1070,Z43268F724,IT-CF-00355870221,Comune di Trento,2536.0,0.0,GOCCIADORO MONTELLO REDAZIONE GEOLOGICA GEOTECNICA,23-AFFIDAMENTO DIRETTO,2019-01-04T09:30:00Z,,idm21821,ocds-xxxxxx-Z43268F724
1071,Z9E297D913,IT-CF-00355870221,Comune di Trento,2549.78,0.0,"COORDINATORE PER LA SICUREZZA IN FASE PROGETTUALE ED ESECUTIVA PER LA REALIZZAZIONE PARAPETTI VIA DEGASPERI, VIA CAURIOL, VIA MARSALA",23-AFFIDAMENTO DIRETTO,2019-08-14T09:30:00Z,,idm21840,ocds-xxxxxx-Z9E297D913
1072,Z4B2AEF080,IT-CF-00355870221,Comune di Trento,2564.0,0.0,numero 4 scanner documentali,23-AFFIDAMENTO DIRETTO,2019-12-11T09:30:00Z,,idm21859,ocds-xxxxxx-Z4B2AEF080
1073,ZA52B231A5,IT-CF-00355870221,Comune di Trento,2565.54,0.0,PROGETTO STRUTTURALE PONTE IN LEGNO SULLA STRADA PER MALGA MEZZAVIA E PASSERELLA IN LEGNO SUL RIO CORTESANO A GAZZADINA,23-AFFIDAMENTO DIRETTO,2019-12-11T09:30:00Z,,idm21878,ocds-xxxxxx-ZA52B231A5
1074,Z5520CB785,IT-CF-00355870221,Comune di Trento,2575.95,2575.95,Asilo nido Roncafort-predisposizione documentazione tecnica per parere VVF,23-AFFIDAMENTO DIRETTO,2017-11-16T09:30:00Z,,idm21897,ocds-xxxxxx-Z5520CB785
1075,Z982A33E50,IT-CF-00355870221,Comune di Trento,2590.0,2590.0,INCARICO PER PROVE DIAGNOSTICHE SOTTOPASSO DI VIA CANESTRINI A TRENTO,23-AFFIDAMENTO DIRETTO,2019-10-16T09:30:00Z,2019-11-22T09:30:00Z,idm21916,ocds-xxxxxx-Z982A33E50
1076,Z3926BBD3F,IT-CF-00355870221,Comune di Trento,2600.0,2600.0,ABBONAMENTO ATTIVITA' FORMATIVA,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2020-12-31T09:30:00Z,idm21936,ocds-xxxxxx-Z3926BBD3F
1077,ZC4279C9D0,IT-CF-00355870221,Comune di Trento,2600.0,2600.0,QUOTA ISCRIZIONE CORSO AGGIORNAMENTO SICUREZZA PARCHI GIOCO.,23-AFFIDAMENTO DIRETTO,2019-04-11T09:30:00Z,2019-04-11T09:30:00Z,idm21956,ocds-xxxxxx-ZC4279C9D0
1078,Z0C2391534,IT-CF-00355870221,Comune di Trento,2606.97,0.0,Opera 5071 Torre Civica - incarico di coordinatore per la sicurezza esecutiva,23-AFFIDAMENTO DIRETTO,2018-05-14T09:30:00Z,2019-05-10T09:30:00Z,idm21976,ocds-xxxxxx-Z0C2391534
1079,Z1029D7668,IT-CF-00355870221,Comune di Trento,2607.83,0.0,"INCARICO CSP, CSE, CONTABILITA' LAVORI DI SOMMA URGENZA PASSERELLA DI CANOVA",23-AFFIDAMENTO DIRETTO,2019-09-20T09:30:00Z,,idm21993,ocds-xxxxxx-Z1029D7668
1080,ZD529A051E,IT-CF-00355870221,Comune di Trento,2610.0,2610.0,"Magliette, lanyard e portapass TSCW19",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-02T09:30:00Z,2019-09-23T09:30:00Z,idm22012,ocds-xxxxxx-ZD529A051E
1081,Z442C1480A,IT-CF-00355870221,Comune di Trento,2625.0,2625.0,Scuola media d'arte - palestra - sistemazione in facciata piu sacchetti rei,23-AFFIDAMENTO DIRETTO,2020-02-20T09:30:00Z,2020-03-11T09:30:00Z,idm22035,ocds-xxxxxx-Z442C1480A
1082,Z6F25A8DBB,IT-CF-00355870221,Comune di Trento,2625.5,2625.5,"Rinnovo n.5 abbonamenti cartacei e n.8 on line al quotidiano ""Trentino""",23-AFFIDAMENTO DIRETTO,2018-11-30T09:30:00Z,2019-05-14T09:30:00Z,idm22055,ocds-xxxxxx-Z6F25A8DBB
1083,Z4B296E132,IT-CF-00355870221,Comune di Trento,2653.68,2653.68,"Pubblicazione su GURI bando gestione e manutenzione grondaie, pluviali, pozzetti",23-AFFIDAMENTO DIRETTO,2019-08-12T09:30:00Z,2019-08-12T09:30:00Z,idm22075,ocds-xxxxxx-Z4B296E132
1084,ZCD2674F84,IT-CF-00355870221,Comune di Trento,2663.3,2663.3,n. 5 notebook a bassa mobilita,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-12-24T09:30:00Z,2019-01-31T09:30:00Z,idm22095,ocds-xxxxxx-ZCD2674F84
1085,Z782A63D3D,IT-CF-00355870221,Comune di Trento,2666.0,2666.0,NOLO A CALDO DI PIATTAFORMA BY BRIDGE,23-AFFIDAMENTO DIRETTO,2019-12-11T09:30:00Z,2019-12-12T09:30:00Z,idm22115,ocds-xxxxxx-Z782A63D3D
1086,ZEB1FD38C6,IT-CF-00355870221,Comune di Trento,2673.5,2673.5,Realizzazione spogliatoi con sede asociativa campo calcio Solteri - redazione relazione geologica,23-AFFIDAMENTO DIRETTO,2017-08-30T09:30:00Z,2017-11-30T09:30:00Z,idm22138,ocds-xxxxxx-ZEB1FD38C6
1087,ZEF28EA640,IT-CF-00355870221,Comune di Trento,2674.83,2674.83,Pubblicazione su GURI bando servizio di pulizia degli immobili di proprieta o in disponibilita del Comune TN,23-AFFIDAMENTO DIRETTO,2019-06-28T09:30:00Z,2019-06-28T09:30:00Z,idm22158,ocds-xxxxxx-ZEF28EA640
1088,Z7426A984D,IT-CF-00355870221,Comune di Trento,2674.83,2674.83,Pubblicazione su GURI bando servizio di gestione manutenzione energia,23-AFFIDAMENTO DIRETTO,2019-01-16T09:30:00Z,2019-01-16T09:30:00Z,idm22178,ocds-xxxxxx-Z7426A984D
1089,Z3B27811EA,IT-CF-00355870221,Comune di Trento,2675.38,0.0,Opera 635218 - coordinatore sicurezza esecutiva,23-AFFIDAMENTO DIRETTO,2019-03-22T09:30:00Z,,idm22198,ocds-xxxxxx-Z3B27811EA
1090,Z84272A799,IT-CF-00355870221,Comune di Trento,2712.96,0.0,INCARICO PER COORDINAMENTO IN FASE ESECUTIVA PER LA REALIZZAZIONE DI SEGNALETICA STRADALE ORIZZONTALE CON VERNICE SPARTITRAFFICO RIFRANGENTE ? ATTIVAZIONE OPZIONE 2019,23-AFFIDAMENTO DIRETTO,2019-02-21T09:30:00Z,,idm22214,ocds-xxxxxx-Z84272A799
1091,ZF227E2638,IT-CF-00355870221,Comune di Trento,2721.0,2721.0,Scuola materna piccolo Principe - fornitura e posa in opera di cucina a gas completa d forno ventilato,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-08T09:30:00Z,2019-05-31T09:30:00Z,idm22233,ocds-xxxxxx-ZF227E2638
1092,ZAE27675BD,IT-CF-00355870221,Comune di Trento,2736.87,2736.87,Cantiere comunale di via Maccani - installazione e messa a norma nuovo serbatoio aria compressa,23-AFFIDAMENTO DIRETTO,2019-03-11T09:30:00Z,2019-03-19T09:30:00Z,idm22259,ocds-xxxxxx-ZAE27675BD
1093,ZD825F1097,IT-CF-00355870221,Comune di Trento,2737.5,2687.5,Opera 632718 - Libercafe - terrazzo alla veneziana,23-AFFIDAMENTO DIRETTO,2019-01-31T09:30:00Z,2019-04-17T09:30:00Z,idm22279,ocds-xxxxxx-ZD825F1097
1094,Z34284DEB7,IT-CF-00355870221,Comune di Trento,2745.0,2745.0,Canile di Trento - fornitura e posa in opera di cavi elettrici ed interruttore generale di sgancio,23-AFFIDAMENTO DIRETTO,2019-05-08T09:30:00Z,2019-07-23T09:30:00Z,idm22296,ocds-xxxxxx-Z34284DEB7
1095,Z3A2ACC0F9,IT-CF-00355870221,Comune di Trento,2759.0,0.0,FORNITURA DI N 3 CRIK,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm22310,ocds-xxxxxx-Z3A2ACC0F9
1096,ZF1295ACF8,IT-CF-00355870221,Comune di Trento,2767.0,2767.0,Fornitura e posa in opera di pavimentazione in conglomerato bituminoso presso parcheggio uso pubblico a Villazzano,23-AFFIDAMENTO DIRETTO,2019-08-28T09:30:00Z,2019-11-26T09:30:00Z,idm22334,ocds-xxxxxx-ZF1295ACF8
1097,Z2C2748BC3,IT-CF-00355870221,Comune di Trento,2776.02,2776.02,SERVIZI ANSA,22-PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2019-03-01T09:30:00Z,2019-12-31T09:30:00Z,idm22360,ocds-xxxxxx-Z2C2748BC3
1098,ZC827AAF57,IT-CF-00355870221,Comune di Trento,2780.0,2780.0,Acquisto 20 pannelli acustici - Ecophon solo square,23-AFFIDAMENTO DIRETTO,2019-03-25T09:30:00Z,2019-04-02T09:30:00Z,idm22380,ocds-xxxxxx-ZC827AAF57
1099,Z8A2A3CAAB,IT-CF-00355870221,Comune di Trento,2788.3,2788.3,n. 10 stampanti multifunzione,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-10-24T09:30:00Z,2019-11-29T09:30:00Z,idm22400,ocds-xxxxxx-Z8A2A3CAAB
1100,ZAC20C5AE4,IT-CF-00355870221,Comune di Trento,2808.0,2808.0,"Scuola elementare ""Degasperi"" - Sardagna - incarico per redazione diagnosi energetica ed APE",23-AFFIDAMENTO DIRETTO,2017-11-15T09:30:00Z,2018-02-16T09:30:00Z,idm22420,ocds-xxxxxx-ZAC20C5AE4
1101,Z5525FD1BB,IT-CF-00355870221,Comune di Trento,2827.01,2854.19,Piscina di Mattarello - Sbarrieramento spogliatoio -coordinamento della sicurezza in fase esecutiva,23-AFFIDAMENTO DIRETTO,2018-11-28T09:30:00Z,2019-11-19T09:30:00Z,idm22440,ocds-xxxxxx-Z5525FD1BB
1102,ZDA1D7D8B3,IT-CF-00355870221,Comune di Trento,2836.56,2363.8,Greencycle. Certificatore di spesa di Primo Livello.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-06-07T09:30:00Z,2019-12-31T09:30:00Z,idm22460,ocds-xxxxxx-ZDA1D7D8B3
1103,Z9528CA9A4,IT-CF-00355870221,Comune di Trento,2850.0,2850.0,Asilo nido notturno Opera Bonomelli. Lavori di ripristino pavimenti e pareti bagni.,23-AFFIDAMENTO DIRETTO,2019-06-17T09:30:00Z,2019-07-23T09:30:00Z,idm22486,ocds-xxxxxx-Z9528CA9A4
1104,Z5D1E9D2AA,IT-CF-00355870221,Comune di Trento,2860.0,0.0,Vecchio Municipio ordine di lavoro sistemazione portoni e altri lavori di falegnameria,23-AFFIDAMENTO DIRETTO,2017-05-17T09:30:00Z,,idm22506,ocds-xxxxxx-Z5D1E9D2AA
1105,ZB2277D2E2,IT-CF-00355870221,Comune di Trento,2870.0,2870.0,Edifici vari del Comune di Trento - servizio verifiche 462/2001,23-AFFIDAMENTO DIRETTO,2019-03-18T09:30:00Z,2019-06-18T09:30:00Z,idm22522,ocds-xxxxxx-ZB2277D2E2
1106,Z0F2B3E6B4,IT-CF-00355870221,Comune di Trento,2873.51,0.0,Chiesetta Madonna della neve di Vaneze ? verifica statica campanile,23-AFFIDAMENTO DIRETTO,2019-12-18T09:30:00Z,,idm22542,ocds-xxxxxx-Z0F2B3E6B4
1107,ZC42914220,IT-CF-00355870221,Comune di Trento,2875.0,2715.0,Campo sportivo di Mal Pensada c/o Maso Coleva - Campionamento ed analisi chimiche matrici ambientali,23-AFFIDAMENTO DIRETTO,2019-07-10T09:30:00Z,2019-08-30T09:30:00Z,idm22561,ocds-xxxxxx-ZC42914220
1108,ZAE22CC680,IT-CF-00355870221,Comune di Trento,2880.0,2880.0,Servizio Kit per il cittadino digitale,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-05-07T09:30:00Z,2018-12-31T09:30:00Z,idm22581,ocds-xxxxxx-ZAE22CC680
1109,IDM22604,IT-CF-00355870221,Comune di Trento,2880.0,2880.0,Stampa 1800 cappellini personalizzati per A piedi sicuri,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-27T09:30:00Z,,idm22604,ocds-xxxxxx-IDM22604
1110,Z1D193A684,IT-CF-00355870221,Comune di Trento,2907.49,2907.49,"Scuola Materna San Martino - rifacimento linee distribuzione acqua sanitaria e antincendio, rinnovo pavimento alcune aule - incarico sicurezza in fase progettuale ed esecutiva",23-AFFIDAMENTO DIRETTO,2016-04-01T09:30:00Z,2016-09-14T09:30:00Z,idm22623,ocds-xxxxxx-Z1D193A684
1111,Z382A8BEDD,IT-CF-00355870221,Comune di Trento,2914.22,0.0,Rinnovo n. 5 abbonamenti cartacei e n. 8 on line al quotidiano TRENTINO anno 2020,23-AFFIDAMENTO DIRETTO,2019-11-13T09:30:00Z,,idm22643,ocds-xxxxxx-Z382A8BEDD
1112,Z5724A2DA4,IT-CF-00355870221,Comune di Trento,2938.44,0.0,SERVIZIO DI BROKERAGGIO ASSICURATIVO PER LE POLIZZE R.C.A. LIBRO MATRICOLA E ALL RISKS OPERE D'ARTE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-03-01T09:30:00Z,2025-02-28T09:30:00Z,idm22662,ocds-xxxxxx-Z5724A2DA4
1113,Z3E252814E,IT-CF-00355870221,Comune di Trento,2951.11,2516.92,SERVIZIO SGOMBERO NEVE 2018/2019 CITTA' - PARCHI,23-AFFIDAMENTO DIRETTO,2018-11-05T09:30:00Z,2019-03-31T09:30:00Z,idm22700,ocds-xxxxxx-Z3E252814E
1114,Z692A08E1A,IT-CF-00355870221,Comune di Trento,2970.0,2160.0,QUOTA ISCRIZIONE CORSO LE MODIFICHE AI PRINCIPI CONTABILI,23-AFFIDAMENTO DIRETTO,2019-10-29T09:30:00Z,2019-11-04T09:30:00Z,idm22720,ocds-xxxxxx-Z692A08E1A
1115,Z722887284,IT-CF-00355870221,Comune di Trento,2999.6,2999.6,Affidamento incarico di delimitazione cartografica e disciplina delle aree di protezione fluviale,02-PROCEDURA RISTRETTA,2019-05-28T09:30:00Z,2019-11-07T09:30:00Z,idm22740,ocds-xxxxxx-Z722887284
1116,Z84264A701,IT-CF-00355870221,Comune di Trento,3000.0,3000.0,Circ. Sardagna. Organizzazione Natale comunita. 2018,23-AFFIDAMENTO DIRETTO,,,idm22772,ocds-xxxxxx-Z84264A701
1117,IDM22790,IT-CF-00355870221,Comune di Trento,3000.0,3000.0,INCARICO DI PROGETTAZIONE E REALIZZAZIONE DI UN PERCORSO FORMATIVO DENOMINATO PROGETTO SCUOLE SICURE,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-11-07T09:30:00Z,2019-12-31T09:30:00Z,idm22790,ocds-xxxxxx-IDM22790
1118,Z6D2831B60,IT-CF-00355870221,Comune di Trento,3000.0,3000.0,Festival Economia-Realizzazione laboratori didattici,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-05-30T09:30:00Z,2019-06-02T09:30:00Z,idm22810,ocds-xxxxxx-Z6D2831B60
